link,edition,track,location,hashtag,date,session,day,hour,categories
https://ona14.journalists.org/sessions/midway-knight-2/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 12:00 PM - 1:00 PM,InfoCertainty Office Hours,Thursday,"NA",tools
https://ona14.journalists.org/sessions/midway-thursday-16/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 3:00 PM - 4:00 PM,Zapaday's FutureScan Demo: Explore the Future of Anything,Thursday,"NA",tools
https://ona14.journalists.org/sessions/midway-saturday-11/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 3:00 PM - 4:00 PM,Banjo: The Secret Weapon For Breaking News and Reporting,Saturday,"NA",tools
https://ona14.journalists.org/sessions/midway-friday-17/,2014,NA,Sheraton Ballroom IV,#ona14mw,Friday - 2:30 PM - 4:00 PM,Alley Interactive Office Hours,Friday,"NA",tools
https://ona14.journalists.org/sessions/midway-thursday-23/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 10:00 AM - 4:00 PM,GoPop Storywalks,Thursday,"NA",tools
https://ona13.journalists.org/sessions/find-stories-before-they-get-big/,2013,Workshop,Imperial Ballroom,#ona13mw,Friday - 12:00 PM - 1:00 PM,Find big stories while they're small,Friday,"NA",tools
https://ona12.journalists.org/sessions/10-tech-trends-for-2012/,2012,General Session,Grand Ballroom A,#10techtrends,Friday - 11:30 am,10 Tech Trends for 2012,Friday,11:30:00,tools
https://ona13.journalists.org/sessions/sunlight-foundation-thursday/,2013,Office-hours,Imperial Ballroom,#ona13mw,Thursday - 12:00 PM - 1:00 PM,Sunlight Foundation office hours at the Knight Village,Thursday,"NA",tools
https://ona13.journalists.org/sessions/readrboard-live-demo/,2013,demo-office-hours,Imperial Ballroom,#ona13mw,Friday - 2:30 PM - 3:30 PM,Readrboard live demo,Friday,"NA",tools
https://ona15.journalists.org/sessions/tabletalksreporters/,2015,Newsgathering Tools + Techniques Track,Olympic Ballrooms I+II,#ONA15tools,Friday - 10:30 AM - 12:30 PM,Table Talks: Newsgathering Tools + Techniques,Friday,"NA",tools
https://ona13.journalists.org/sessions/smart-content-thursday/,2013,Demo,Imperial Ballroom,#ona13mw,Thursday - 11:15 AM - 12:00 PM,Making content smart with MCT and Smartlogic,Thursday,"NA",tools
https://ona17.journalists.org/sessions/tabletalksnewsgathering/,2017,Newsgathering Tools + Techniques Track,Marriott Ballroom Salon 1,#ONA17,Friday – 10:00 AM – 12:00 PM,Table Talks: Newsgathering Tools + Techniques,Friday,"NA",tools
https://ona17.journalists.org/sessions/midway3/,2017,Newsgathering Tools + Techniques Track,Washington 6,#ONA17MW,Thursday – 2:00 PM – 3:00 PM,ICFJ and Vox Media present: Steal My Tool [Midway],Thursday,"NA",tools
https://ona14.journalists.org/sessions/midway-friday-6/,2014,NA,Sheraton Ballroom IV,#ona14mw,Friday - 10:00 AM - 12:00 PM,Interactive Landscapes with Noirflux,Friday,"NA",tools
https://ona14.journalists.org/sessions/midway-saturday-17/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 10:00 AM - 4:00 PM,GoPop Storywalks,Saturday,"NA",tools
https://ona14.journalists.org/sessions/midway-friday-7/,2014,NA,Sheraton Ballroom IV,#ona14mw,Friday - 10:00 AM - 10:30 AM,Tools for Sustainable Newsrooms,Friday,"NA",tools
https://ona13.journalists.org/sessions/readrboard-engagement-workshop/,2013,Workshop,Imperial Ballroom,#ona13mw,Saturday - 10:00 AM - 11:00 AM,Make your page come alive,Saturday,"NA","tools, analytics"
http://journalist.org/2006conference/archives/000573.php#automation,2006,NA,NA,NA,NA,Automated genius and tools,NA,"NA","tools, automation"
https://ona13.journalists.org/sessions/digital-sleuthing/,2013,Workshop,402,#digsleuth,Thursday - 4:15 PM - 5:00 PM,Digital Sleuthing with Free Tools,Thursday,"NA","tools, beat reporting"
https://ona17.journalists.org/sessions/alexaworkshop/,2017,Developer Tools + Tech Track,Washington 5,#ONA17voice,Friday – 10:00 AM – 12:00 PM,[RSVP] Learn How to Build an Alexa Skill,Friday,"NA","tools, bots"
https://ona14.journalists.org/sessions/midway-thursday-14/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 11:00 AM - 12:00 PM,Banjo: The Secret Weapon For Breaking News and Reporting,Thursday,"NA","tools, breaking news"
https://ona2010.sched.com/event/2egl/real-time-coverage-from-scratch,2010,Half-Day,Room 12,#rtcoverage,"Thursday October 28, 2010  2:00pm -  5:00pm",Real-Time Coverage from Scratch          FILLING,Thursday,"NA","tools, coverage, live"
https://ona14.journalists.org/sessions/midway-knight-11/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 2:00 PM - 3:00 PM,Census Reporter Office Hours,Saturday,"NA","tools, data"
NA,2008,How'd they do that?,South America Room,NA,NA,MSNBC.com Bridge Tracker,NA,"NA","tools, data, interactives"
https://ona14.journalists.org/sessions/midway-knight-1/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 11:00 AM - 12:00 PM,Hollaback! Office Hours,Thursday,"NA","tools, diversity"
http://journalists.org/2007conference/archives/000741.php#flash,2007,NA,NA,NA,NA,Flash Training Workshop - SOLD OUT,NA,"NA","tools, flash"
https://ona17.journalists.org/sessions/techtrends/,2017,Newsgathering Tools + Techniques Track,Marriott Ballroom Salon 3,#ONA17trends,Saturday – 10:00 AM – 11:00 AM,10 Tech Trends in Journalism: 10th Anniversary Edition!,Saturday,"NA","tools, future"
https://ona17.journalists.org/sessions/sponsored5/,2017,Audience Engagement + Analytics Track,Virginia A+B,#ONA17instagram,Friday – 2:00 PM – 3:00 PM,Discovery and Storytelling with CrowdTangle and Instagram [Sponsored - Facebook],Friday,"NA","tools, instagram, mobile"
https://ona13.journalists.org/sessions/cartodb-live-demo/,2013,demo-office-hours,Imperial Ballroom,#ona13mw,Friday - 10:45 AM - 11:45 AM,CartoDB live demo,Friday,"NA","tools, maps"
https://ona14.journalists.org/sessions/midway-thursday-3/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 3:00 PM - 4:00 PM,Mapping Open Data Over Space and Time with Mapstory,Thursday,"NA","tools, maps, datavis"
https://ona13.journalists.org/sessions/data-driven-map-with-tile-mill/,2013,Workshop,402,#1stdatamap,Saturday - 11:45 AM - 12:45 PM,Build Your First Data Driven Map with Tile Mill,Saturday,"NA","tools, maps, datavis"
https://ona15.journalists.org/sessions/50apps/,2015,Mobile Tools + Design Track,Santa Monica Room,#50apps,Thursday - 1:30 PM - 2:30 PM,50 Apps in 30 Minutes (+ 30 Minutes of Other Cool Stuff),Thursday,"NA","tools, mobile"
https://ona16.journalists.org/sessions/tabletalksdevelopers/,2016,Developer Tools + Tech Track,Centennial Ballroom F,#ona16,Friday - 10:00 AM - 12:00 PM,Table Talks: Developer Tools + Tech,Friday,"NA","tools, newsapps"
https://ona14.journalists.org/sessions/midway-saturday-9/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 11:00 AM - 12:00 PM,SAM Demo: Mastering UGC Workflows for Newsrooms,Saturday,"NA","tools, social"
https://ona14.journalists.org/sessions/midway-thursday-12/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 10:00 AM - 11:00 AM,SAM DEMO: Mastering UGC Workflows for Newsrooms,Thursday,"NA","tools, social"
https://ona2010.sched.com/event/2ehJ/dont-call-it-ugc,2010,Strategies,Auditorium,#notugc,"Saturday October 30, 2010  3:15pm -  4:15pm",Don't Call It UGC,Saturday,"NA","tools, social"
https://ona13.journalists.org/sessions/up-storytelling-game/,2013,Workshop,401,#storygame,Friday - 2:45 PM - 3:45 PM,Up your storytelling game with these free tools for journalists,Friday,"NA","tools, storytelling"
https://ona13.journalists.org/sessions/storytelling-with-googles-mapping-tools/,2013,Workshop,International 6,#mapstories,Friday - 4:15 PM - 5:00 PM,Storytelling with Google's Mapping Tools,Friday,"NA","tools, storytelling, google"
https://ona16.journalists.org/sessions/toolsvsnowflakes/,2016,Developer Tools + Tech Track,Centennial Ballroom B,#ONA16tools,Thursday - 11:30 AM - 12:30 PM,Tools v. Snowflakes,Thursday,"NA","tools, storytelling, programming, snowfall"
https://ona14.journalists.org/sessions/version-control-2/,2014,Tools + Tech for Developers Track,Michigan A + B,#vcontrol2,Friday - 11:30 AM - 12:30 PM,Control! You Must Learn (Version) Control! Part 2: Process and Workflow for Committing Code,Friday,"NA","tools, version control"
https://ona14.journalists.org/sessions/midway-saturday-6/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 10:30 AM - 11:00 AM,Wochit: Turn Your Story to Video In Minutes,Saturday,"NA","tools, video"
https://ona14.journalists.org/sessions/educators-meetup/,2014,NA,Chicago Ballrooms X,#onaedu,Saturday - 4:00 PM - 5:00 PM,Educators' Meetup,Saturday,"NA",training
NA,2008,Emerging Tech & the Newsroom,Federal A Room,NA,NA,10 Tech Trends You've Never Heard Of,NA,"NA","trends, web"
https://ona13.journalists.org/sessions/bag-a-troll/,2013,Solo,International 4,#bagatroll,Friday - 11:45 AM - 12:45 PM,Bag a Troll,Friday,"NA","troll, community"
https://ona13.journalists.org/sessions/a-fragile-trust/,2013,Interactive,International 4,#fragiletrust,Thursday - 10:30 AM - 11:30 AM,"A FRAGILE TRUST: Public Faith in the Media -- Where Have We Been, Where Are We Going?",Thursday,"NA",trust
https://ona17.journalists.org/sessions/openingkeynote/,2017,Keynote Track,Marriott Ballroom Salons 1-3,#ONA17keynote,Thursday – 9:30 AM – 10:30 AM,"KEYNOTE: Trust, Truth and Questions for the Media",Thursday,"NA",trust
https://ona17.journalists.org/sessions/optimizingfortrust/,2017,Audience Engagement + Analytics Track,Marriott Ballroom Salon 3,#trustjourno,Thursday – 2:00 PM – 3:00 PM,Optimizing for Trust in News,Thursday,"NA",trust
https://ona17.journalists.org/sessions/trustinonline/,2017,Newsgathering Tools + Techniques Track,Maryland A+B,#ONA17trust,Thursday – 11:00 AM – 12:00 PM,Building Trust in Online Communities,Thursday,"NA","trust, community"
https://ona14.journalists.org/sessions/crisis-data/,2014,Newsgathering Tools + Techniques Track,Chicago Ballroom IX,#fastcrisisdata,Thursday - 4:00 PM - 5:00 PM,"Gathering Fast, Accurate Information During Crisis and Disasters",Thursday,"NA","trust, coverage"
https://ona12.journalists.org/sessions/the-new-era-of-social-tv/,2012,General Session,Seacliff A-D,#newsocialTV,Saturday - 3:30 pm,The New Era of Social TV,Saturday,15:30:00,"tv, social"
https://ona14.journalists.org/sessions/journalism-twitter/,2014,Engagement + Audience Development Track,Chicago Ballrooms VI + VII,#ona14tempest,Thursday - 11:30 AM - 12:30 PM,Charting a Course Through the Twitter Tempest,Thursday,"NA",twitter
https://ona2010.sched.com/event/2eh9/twitter-office-hours,2010,J-Camp,Room 13,#twitter,"Saturday October 30, 2010  9:00am - 12:00pm",Twitter Office Hours,Saturday,"NA",twitter
NA,2008,Multimedia Learning Lab,Massachusetts Room,NA,NA,Using Twitter To Live Blog,NA,"NA","twitter, blogging"
https://ona17.journalists.org/sessions/sponsoredtwitter/,2017,Audience Engagement + Analytics Track,Virginia A+B,#ONA17twitter,Thursday – 12:30 PM – 1:30 PM,"#TwitterForNews: Optimizing for Reach, Revenue & Innovation [Sponsored]",Thursday,"NA","twitter, social"
https://ona14.journalists.org/sessions/midway-friday-15/,2014,NA,Sheraton Ballroom IV,#ona14mw,Friday - 12:00 PM - 12:30 PM,Save an Ongoing Twitter Search to a Spreadsheet with Zapier,Friday,"NA","twitter, tools"
https://ona16.journalists.org/sessions/sponsoredfresco/,2016,Audience Engagement + Analytics Track,Mineral Room B+C,#ONA16Fresco,Thursday - 2:30 PM - 3:30 PM,Fresco News: The Power of Community: UGC and the Millennial Newsroom [Sponsored],Thursday,"NA",ugc
http://journalists.org/2007conference/archives/000744.php#user-gen,2007,NA,NA,NA,NA,Integrating User-Generated Content-,NA,"NA",collaborative
https://ona14.journalists.org/sessions/ux-design/,2014,Tools + Tech for Developers Track,Columbus A+B,#ux4news,Friday - 2:00 PM - 5:00 PM,Launch Your News Product Here: A Workshop for UX Design,Friday,"NA","ux, design, product"
NA,2008,How'd They Do That?,Federal A Room,NA,NA,Innovative Video,NA,"NA",video
https://ona15.journalists.org/sessions/videotips/,2015,"Audio, Video + Photo Track",Olympic Ballroom I,#ONA15newsvid,Thursday - 3:00 PM - 4:00 PM,How NOT to Break the Bank with Video,Thursday,"NA",video
https://ona14.journalists.org/sessions/web-video-content/,2014,Newsgathering Tools + Techniques Track,Chicago Ballroom VII,#ona14webvid,Thursday - 4:00 PM - 5:00 PM,"Click, Watch, Share: Mastering Web Video Content",Thursday,"NA",video
NA,2008,Multimedia Learning Lab,Massachusetts Room,NA,NA,Video Editing Basics,NA,"NA",video
https://ona2010.sched.com/event/2df5/video-field-trip,2010,Full-Day,Room 14,#videotrip,"Thursday October 28, 2010  9:45am -  3:30pm",Video Field Trip          LIMITED,Thursday,"NA",video
https://ona12.journalists.org/sessions/fast-track-video-workshop/,2012,General Session,Seacliff A-D,#ONA12video,Friday - 11:30 am,Fast Track Video Workshop,Friday,11:30:00,video
https://ona14.journalists.org/sessions/midway-knight-10/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 10:00 AM - 11:00 AM,Videolicious Office Hours,Thursday,"NA",video
https://ona13.journalists.org/sessions/power-of-video-now/,2013,Interactive,Ballroom D,#videoona13,Saturday - 11:45 AM - 12:45 PM,The Power of Video Now,Saturday,"NA",video
https://ona2010.sched.com/event/2ehG/tips-and-tricks-for-shooting-video-with-your-dslr,2010,Tools,Auditorium,#dslr,"Saturday October 30, 2010  2:00pm -  3:00pm",Tips and Tricks for Shooting Video with Your DSLR,Saturday,"NA",video
https://ona13.journalists.org/sessions/videolicious-thursday/,2013,Office-hours,Imperial Ballroom,#ona13mw,Thursday - 2:00 PM - 3:00 PM,Videolicious office hours at the Knight Village,Thursday,"NA",video
https://ona2010.sched.com/event/2eh4/apple-telling-your-story-using-dslr-video-and-aperture,2010,J-Camp,Room 13,#apple,"Friday October 29, 2010  4:45pm -  5:45pm",Apple: Telling Your Story Using DSLR Video and Aperture,Friday,"NA",video
https://ona13.journalists.org/sessions/fasttrack-video-2/,2013,Workshop,International 4,#fasttrackvideo2,Saturday - 4:15 PM - 5:00 PM,Fast Track Video Workshop 2: Video Editing — A Skill Worth Fine-Tuning,Saturday,"NA",video
https://ona16.journalists.org/sessions/liveeventengagement/,2016,Audience Engagement + Analytics Track,Centennial Ballroom H,#ONA16highdef,Friday - 3:30 PM - 4:30 PM,Engaging Audiences with Live “High Def” Journalism,Friday,"NA",video
https://ona17.journalists.org/sessions/sponsoredyoutube/,2017,Business: Revenue + Ethics Track,Virginia A+B,#ONA17video,Saturday – 1:00 PM – 2:00 PM,YouTube: Building a sustainable video business [Sponsored by Google],Saturday,"NA",video
https://ona2010.sched.com/event/2egt/apple-final-cut-studio-real-world-editing,2010,J-Camp,Room 13,#apple,"Friday October 29, 2010 10:15am - 11:15am",Apple: Final Cut Studio -- Real World Editing,Friday,"NA",video
NA,2008,Multimedia Learning Lab,Massachusetts Room,NA,NA,Video Editing Basics,NA,"NA",video
https://ona13.journalists.org/sessions/fasttrack-video-1/,2013,Workshop,International 4,#fasttrackvideo,Saturday - 2:45 PM - 3:45 PM,Fast Track Video Workshop 1: Shooting Great Video,Saturday,"NA",video
https://ona2010.sched.com/event/2c66/apple-telling-your-story-using-dslr-video-and-aperture,2010,J-Camp,Room 13,#apple,"Saturday October 30, 2010  3:15pm -  4:15pm",Apple: Telling Your Story Using DSLR Video and Aperture,Saturday,"NA",video
https://ona16.journalists.org/sessions/webvideobroadcast/,2016,"Audio, Video + Photo Track",Centennial Ballroom A,#ONA16webvid,Thursday - 4:00 PM - 5:00 PM,"Broadcast, Web Video and the Attention Economy",Thursday,"NA",video
https://ona14.journalists.org/sessions/unconference-5/,2014,NA,Michigan A + B,#onauncon,Saturday - 4:00 PM - 5:00 PM,[Unconference] Local Learnings from the News Landscape on YouTube,Saturday,"NA",video
https://ona2010.sched.com/event/2egu/apple-making-it-move-intro-to-motion,2010,J-Camp,Room 13,#apple,"Friday October 29, 2010 11:30am - 12:30pm",Apple: Making It Move -- Intro to Motion,Friday,"NA",video
http://journalists.org/2007conference/archives/000744.php#broadcaster,2007,NA,NA,NA,NA,Broadcaster Strategies for the Web,NA,"NA",video
https://ona16.journalists.org/sessions/sponsoredfacebooklive/,2016,"Audio, Photo + Video Track",Mineral Room B+C,#ONA16fblive,Friday - 1:00 PM - 2:00 PM,Facebook: Live Video for News [Sponsored],Friday,"NA",video
https://ona14.journalists.org/sessions/short-video-content/,2014,Newsgathering Tools + Techniques Track,Chicago Ballroom IX,#ona14shortvid,Friday - 10:00 AM - 11:00 AM,The Brain Scoop: Creating Audience-Grabbing Short Videos With the Field Museum's Chief Curiosity Correspondent,Friday,"NA",video
https://ona16.journalists.org/sessions/sponsoredinstagram/,2016,"Audio, Photo + Video Track",Mineral Room B+C,#ONA16IG,Thursday - 1:00 PM - 2:00 PM,Facebook: Emerging Visual Storytelling on Instagram and 360 [Sponsored],Thursday,"NA","video, 360"
NA,2008,Multimedia Learning Lab,Massachusetts Room,NA,NA,Creating Detailed Runners and Graphics for Web Video,NA,"NA","video, graphics"
https://ona14.journalists.org/sessions/livestreaming/,2014,Teaching + Training Track,Michigan A + B,#learn2stream,Friday - 2:30 PM - 3:30 PM,Is It Stream Worthy? Demystifying the Why and How of Livestreaming,Friday,"NA","video, live"
https://ona15.journalists.org/sessions/videodistribution/,2015,"Audio, Video + Photo Track",Olympic Ballroom I,#reimaginevideo,Thursday - 1:30 PM - 2:30 PM,Reimagining Video Distribution for the Social Age,Thursday,"NA","video, social"
https://ona15.journalists.org/sessions/videocognition/,2015,"Audio, Video + Photo Track",Constellation Ballroom I,#ONA15attn,Saturday - 11:30 AM - 12:30 PM,"Human Cognition, Meet Video in the Social Age",Saturday,"NA","video, social"
https://ona12.journalists.org/sessions/unconference-session-innovation-and-trends-in-video-storytelling/,2012,Unconference,Garden Room A-B,#ONAuncon,Saturday - 3:30 pm,Unconference Session – Innovation and Trends in Video Storytelling,Saturday,15:30:00,"video, storytelling"
https://ona16.journalists.org/sessions/sponsoredwibbitz/,2016,"Audio, Photo + Video Track",Mineral Room B+C,#ONA16Wibbitz,Friday - 3:30 PM - 4:30 PM,Wibbitz: Video for Everyone: Give Your Entire Newsroom the Power of Automated Video [Sponsored],Friday,"NA","video, tools"
http://journalists.org/2007conference/archives/000741.php#video,2007,NA,NA,NA,NA,Video Shooting Workshop - SOLD OUT,NA,"NA","video, tools"
https://ona14.journalists.org/sessions/midway-friday-11/,2014,NA,Sheraton Ballroom IV,#ona14mw,Friday - 11:00 AM - 12:00 PM,Wochit: Turn Your Story to Video In Minutes,Friday,"NA","video, tools"
NA,2008,Emerging Technology & the Newsroom,South America Room,NA,NA,Fireside Chat: Online Video,NA,"NA","video, web"
NA,2008,NA,Federal B,NA,NA,ONA Video Workshop,NA,"NA","video, workshop"
https://ona15.journalists.org/sessions/virtualreality/,2015,Newsgathering Tools + Techniques Track,Santa Monica Room,#ONA15immerse,Saturday - 11:30 AM - 12:30 PM,VR in a Material World,Saturday,"NA",VR
https://ona15.journalists.org/sessions/createvr/,2015,Developer Tools + Tech Track,Encino Room,#ONA15vr,Friday - 3:00 PM - 4:30 PM,Create Your Own VR Journalism,Friday,"NA",VR
https://ona14.journalists.org/sessions/midway-demo-7/,2014,NA,Parlor C in the Sheraton Executive Center,#ona14mw,Friday - 12:30 PM - 2:00 PM,VR Storytelling,Friday,"NA",VR
https://ona16.journalists.org/sessions/vrtownhall/,2016,"Audio, Video + Photo Track",Centennial Ballroom B,#ONA16VRtech,Saturday - 10:00 AM - 11:00 AM,VR Technical Town Hall,Saturday,"NA",VR
https://ona16.journalists.org/sessions/vrtoolkit/,2016,"Audio, Video + Photo Track",Centennial Ballroom G,#ONA16VRtech,Friday - 3:30 PM - 4:30 PM,Quick Guide to Your Basic 360 / VR Toolkit,Friday,"NA","VR, 360"
https://ona16.journalists.org/sessions/vrtechnical1/,2016,"Audio, Photo + Video Track",Agate A,#ONA16VRtech,Thursday - 2:30 PM - 3:30 PM,VR Technical Session: Spatialized Audio Design,Thursday,"NA","VR, audio"
https://ona14.journalists.org/sessions/holodeck/,2014,Newsgathering Tools + Techniques Track,Chicago Ballroom IX,#realholodeck,Thursday - 11:30 AM - 12:30 PM,The Holodeck is Real! How Will It Change Journalism?,Thursday,"NA",VR
https://ona16.journalists.org/sessions/vrethics/,2016,"Audio, Photo + Video Track",Centennial Ballroom A,#VRstandards,Saturday - 11:30 AM - 12:30 PM,Journalistic Standards in a Virtual World,Saturday,"NA","VR, ethics"
https://ona16.journalists.org/sessions/vrunity/,2016,"Audio, Video + Photo Track",Agate A,#ONA16VRtech,Friday - 2:00 PM - 3:00 PM,VR Technical Workshop: Introduction to Unity,Friday,"NA","VR, programming"
https://ona12.journalists.org/sessions/journalism-under-duress-risks-of-reporting-conflict/,2012,General Session,Grand Ballroom BC,#journorisk,Saturday - 2:15 pm,Journalism Under Duress: Risks of Reporting Conflict,Saturday,14:15:00,"conflict, coverage"
https://ona13.journalists.org/sessions/ok-glass-whats-news/,2013,Interactive,Ballroom B,#glass4news,Friday - 4:15 PM - 5:00 PM,"OK Glass, What's News?",Friday,"NA","wearables, google glass"
http://journalist.org/2006conference/archives/000573.php#skillsets,2006,NA,NA,NA,NA,Developing Web skillsets,NA,"NA",web
https://ona13.journalists.org/sessions/are-pageviews-dead/,2013,NA,401,#ONA13,Saturday - 2:45 PM - 3:45 PM,"""Are Pageviews Dead?""",Saturday,"NA",web
http://journalist.org/2006conference/archives/000592.php#walker,2006,NA,NA,NA,NA,Leslie Walker,NA,"NA",web
NA,2008,NA,Presidential & Congressional Rooms,NA,NA,LUNCH: Keynote Speaker Devin Wenig,NA,"NA",web
https://ona17.journalists.org/sessions/frikeynote/,2017,Keynote Track,Marriott Ballroom Salon 3,#ONA17biz,Friday – 5:00 PM – 6:00 PM,KEYNOTE: Fireside Chat with Medium CEO Ev Williams,Friday,"NA","web, twitter, medium"
http://journalist.org/2006conference/archives/000573.php#service,2006,NA,NA,NA,NA,Using the Net for good,NA,"NA",web
https://ona2010.sched.com/event/2egp/keynote-starting-from-scratch-tbdcom,2010,Meal,Grand Ballroom,#tbd,"Friday October 29, 2010  8:45am -  9:45am",Keynote: Starting from Scratch -- TBD.com,Friday,"NA",web
https://ona16.journalists.org/sessions/closingkeynote/,2016,Keynote Track,Centennial Ballrooms D+E,#ONA16story,Saturday - 2:30 PM - 3:30 PM,KEYNOTE: reported.ly: The Story of Digital Media,Saturday,"NA",web
https://ona12.journalists.org/sessions/beat-reporting-for-the-digital-age/,2012,General Session,Bayview A-B,#digitalbeat,Saturday - 11:30 am,Beat Reporting for the Digital Age,Saturday,11:30:00,web
NA,2008,My Digital Beat,Federal B Room,NA,NA,Beyond Green,NA,"NA",web
http://journalist.org/2006conference/archives/000573.php#medium,2006,NA,NA,NA,NA,Made for the medium,NA,"NA",web
NA,2008,My Digital Beat,Federal B Room,NA,NA,Making Crime Pay,NA,"NA",web
https://ona12.journalists.org/sessions/unconference-session-is-tumblr-the-new-time-inc/,2012,Unconference,Garden Room A-B,#ONAuncon,Saturday - 11:30 am,"Unconference Session – Is Tumblr the New Time, Inc.?",Saturday,11:30:00,web
https://ona13.journalists.org/sessions/web-dev-literacy/,2013,Workshop,402,#webdevliteracy,Friday - 2:45 PM - 3:45 PM,Web Dev Literacy: Learn the language,Friday,"NA","web development, programming"
NA,2008,Teaching & Learning,Statler Room,NA,NA,Integrating Web Journalism Into College Curriculum,NA,"NA","web, college"
https://ona16.journalists.org/sessions/insightsandmeetup/,2016,Newsgathering Tools + Techniques Track,Centennial Ballroom C,#ONAelects,Thursday - 4:00 PM - 5:30 PM,"Story, Platform and Design: Digital Journalism Insights + VIP Meetup",Thursday,"NA","web, design"
NA,2008,My Digital Beat,Federal B Room,NA,NA,Digital Media in Spain & Europe,NA,"NA","web, europe, spain"
https://ona12.journalists.org/sessions/designing-digital-newsrooms/,2012,General Session,Bayview A-B,#newsroomdesign,Saturday - 3:30 pm,Designing Digital Newsrooms,Saturday,15:30:00,"web, newsroom, design"
https://ona2010.sched.com/event/2WaU/keynote-conversation-kara-swisher-talks-to-tim-armstrong-and-vivian-schiller,2010,Meal,Grand Ballroom,#key,"Friday October 29, 2010 12:45pm -  1:45pm",Keynote Conversation: Kara Swisher Talks to Tim Armstrong and Vivian Schiller,Friday,"NA","web, startups"
https://ona2010.sched.com/event/2b1F/a-wikileaks-download,2010,Meal,Grand Ballroom,#wikileaks,"Saturday October 30, 2010  9:00am - 10:00am",A Wikileaks Download,Saturday,"NA",wikileaks
https://ona13.journalists.org/sessions/using-wp-to-structure-your-beat/,2013,Workshop,401,#wp4yrbeat,Thursday - 2:45 PM - 3:45 PM,Using WordPress to Structure your Beat,Thursday,"NA",wordpress
https://ona13.journalists.org/sessions/getting-started-with-wp/,2013,Workshop,401,#wp4news,Thursday - 10:30 AM - 11:30 AM,Getting Started with WordPress,Thursday,"NA",wordpress
https://ona13.journalists.org/sessions/editorial-workflows-in-wp/,2013,Workshop,International 6,#edflowwp,Friday - 11:45 AM - 12:45 PM,Editorial Workflows in WordPress,Friday,"NA",wordpress
https://ona13.journalists.org/sessions/wordpress-as-publishing-system/,2013,Discussion,Imperial Ballroom,#ona13mw,Friday - 2:00 PM - 5:00 PM,A Manager's Guide for Using WordPress as Publishing System,Friday,"NA","wordpress, cms"
http://journalists.org/2007conference/archives/000757.php,2007,NA,NA,NA,NA,Hilary Schneider,NA,"NA","yahoo, publishing"
https://ona15.journalists.org/sessions/navigatingyoutube/,2015,"Audio, Video + Photo Track",Los Angeles Room,#ONA15vid,Saturday - 11:30 AM - 12:30 PM,Navigating Uncharted YouTube Territory,Saturday,"NA","youtube, video, google"
https://ona13.journalists.org/sessions/measuring-quality-content/,2013,Discussion,Imperial Ballroom,#ona13mw,Friday - 12:45 PM - 1:15 PM,New data in the newsroom: Why time is the only real measure of quality content,Friday,"NA",analytics
http://journalist.org/2006conference/archives/000592.php#clemente,2006,NA,NA,NA,NA,Mike Clemente,NA,"NA",longform
NA,2008,NA,Pan American Room,NA,NA,Like Minds:,NA,"NA",web
https://ona17.journalists.org/sessions/nontraditionaljobs/,2017,Career Building Track,Delaware Suite,#ONA17roles,Thursday – 2:00 PM – 3:00 PM,We're ~Journalists~ Too: Embracing Your New(ish) Newsroom Role,Thursday,"NA",careers
https://ona14.journalists.org/sessions/midway-saturday-3/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 2:30 PM - 4:00 PM,Ask Smart Chicago! Office Hours,Saturday,"NA",startups
https://ona14.journalists.org/sessions/midway-saturday-1/,2014,NA,Sheraton Ballroom IV,#ona14mw,Saturday - 10:00 AM - 10:30 AM,Meet Robyn Tomlin: Office Hours with Pew,Saturday,"NA","data, datavis"
https://ona14.journalists.org/sessions/midway-free-time-2/,2014,NA,Sheraton Ballroom IV,#ona14mw,Friday - 12:30 PM - 2:30 PM,Midway / Free Time,Friday,"NA",ONA
https://ona15.journalists.org/sessions/newsmemorygap/,2015,Teaching + Training Track,Encino Room,#ONA15archive,Saturday - 10:00 AM - 11:00 AM,Dodging the Memory Hole in Our Digital News Heritage,Saturday,"NA",archiving
https://ona14.journalists.org/sessions/midway-thursday-17/,2014,NA,Sheraton Ballroom IV,#ona14mw,Thursday - 3:00 PM - 5:00 PM,Speak Easy with Muck Rack,Thursday,"NA",training
http://journalist.org/2006conference/archives/000573.php#future,2006,NA,NA,NA,NA,The future is here: Now what,NA,"NA",future
